id,left_position,survey_finished,ccmu,catcap,anymc,medi,rural,nonpro,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q7,q8_1,q8_2,q8_3,q8_4,q8_5,q9_1,q9_2,q9_3,q9_4,q9_5,q10,q11,q12,q13,q14,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9,q19_10,q19_11,q19_12,q19_13,q19_14,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q20_8,q20_9,q20_10,q20_11,q20_12,q20_13,q20_14,q20_15,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q22_11,q22_12,q22_13,q22_14,q22_15,q22_16,q22_17,q22_18,q22_19,q22_20,q22_21,q22_22,q22_23,q23,q24,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7,q26_8,q26_9,q26_10
r_2zhvh54e2ylzq6f,1,1,70a341,3,1,1,0,1,2,41,NA,4,1,1,1,1,1,1,1,1,1,1,NA,4,3,3,3,3,3,4,4,4,4,5,2,1.5,2,NA,2,0,0,0,0,0,0,0,NA,6,1,1,1,1,1,0,1,1,0,5,5,5,5,3,5,5,2,5,5,5,5,5,3,4,4,4,4,4,3,4,4,3,4,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,2,4,2,2,3,3,2,2
r_3m3ogcuihppnauo,0,1,50r393,1,1,1,0,1,2,43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,4,4,4,5,5,5,5,2,2017,2,NA,2,1,NA,NA,1,NA,1,NA,20,4,1,1,1,1,1,NA,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,3,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,4,3,3,3,3,2,2,2,2
r_31hjh8dgndidss6,1,1,70a214,3,0,1,0,1,2,42,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,5,4,4,4,4,5,5,5,5,5,2,2017,2,3,2,1,NA,1,1,NA,1,NA,20,5,1,1,1,1,1,NA,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,2,5,2,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,2,2,2,2,2,2,2,2
r_279vvt9l7n8pydy,1,1,50r410,0,0,1,0,0,2,38,NA,3,0,0,0,1,1,3,NA,NA,NA,NA,NA,4,4,4,2,3,4,3,4,4,4,4,2,6,2,NA,2,1,1,1,1,0,0,NA,18,4,1,1,1,1,0,0,1,1,0,5,5,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,4,3,3,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,3,2,4,2,2,4,4,2,4,3,4,4,4
r_agtbwv9mryirgyf,0,1,50r451,2,0,1,0,0,2,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,3,2,4,4,3,4,2,3,2,3,5,0,0,0,0,0,0,NA,22,3,1,NA,1,1,1,NA,1,NA,NA,4,4,4,4,5,3,3,5,4,3,4,4,2,4,5,5,5,5,5,4,4,4,4,4,2,3,4,2,2,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,4,4,3,4,4,5,4,4
r_1buxxy6gkf59v5h,0,1,70m061,2,0,1,2,0,2,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,5,2,9,1,4,NA,NA,1,NA,NA,NA,NA,NA,30,3,1,1,1,1,1,NA,1,1,1,4,4,4,5,5,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,4,4,5,5,4,5,5,4,5
r_2bibfrosaqwklal,0,1,50m218,1,0,1,0,0,2,69,NA,2,0,0,0,0,0,3,1,1,1,1,NA,4,4,4,4,4,4,4,2,5,5,5,1,20,1,4,NA,0,0,0,0,0,0,1,29,3,0,0,1,1,1,0,1,0,0,5,5,4,4,0,5,4,0,5,5,5,5,4,0,5,4,4,4,5,5,5,4,4,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,4,2,2,2,2,3,2,2
r_1op07aqzjuek4qq,1,1,70m210,2,0,1,0,0,2,45,NA,2,NA,NA,NA,NA,NA,1,1,1,2,1,NA,3,4,3,3,3,3,3,3,4,4,5,2,2,2,NA,2,0,1,0,0,0,0,1,25,3,0,0,1,1,1,0,0,0,0,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,3,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,2,2,2,2,2,2,4,2,2
r_2pjobofo5udmmh9,0,1,50r408,0,0,1,2,0,2,47,NA,1,NA,NA,NA,NA,NA,3,1,1,2,2,NA,4,5,3,3,3,3,3,4,4,4,5,2,6,2,4,NA,1,1,1,1,1,1,1,NA,2,0,0,1,1,1,0,0,0,0,4,0,4,4,5,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,2,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,2,3,3,3,3,2,5,2,2
r_2zulevdrtedklnl,1,1,70m074,3,0,1,0,1,2,50,NA,4,1,1,1,1,0,1,1,1,1,1,NA,4,4,3,3,4,2,3,2,3,3,4,2,2,2,NA,5,0,1,0,0,0,0,NA,7,4,1,0,1,1,1,0,1,1,0,5,5,4,5,5,5,4,5,5,5,5,4,2,3,4,4,4,4,5,4,5,4,3,4,3,2,2,3,3,1,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,4,2,3,4,5,5,5,4,4,3,4,5,4
r_qyfrn6xwqlol2ir,1,1,50r080,1,1,1,0,1,2,63,NA,4,1,1,1,1,1,NA,NA,NA,1,NA,3,4,4,3,4,4,4,3,2,5,5,5,2,20,1,4,NA,1,1,NA,1,NA,NA,NA,30,4,1,NA,1,1,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,2,2,2,2,2,4,2,3,2,2
r_2tfzaqjepirus64,0,1,50r085,1,0,0,1,0,2,51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,4,3,3,4,4,4,3,4,4,4,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,28,3,1,1,1,1,0,0,0,0,0,4,4,4,4,4,5,4,4,4,5,4,5,3,4,4,4,4,4,4,4,4,3,3,4,2,4,4,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,2,3,3,4,3,3,4,3,4,2,3,2
r_3flfohgyy22edcw,1,1,70m065,1,0,1,1,0,2,46,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,5,4,3,3,4,4,2,4,4,5,2,8,1,4,NA,1,1,0,1,0,0,0,NA,2,0,0,1,1,1,0,1,NA,NA,4,3,4,4,4,5,4,4,2,4,3,5,5,3,5,4,5,4,4,5,4,4,5,4,3,5,4,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,4,4,4,4,2,4,3,2
r_3flfohgyy22edcw,1,1,70m065,1,0,1,1,0,2,46,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,5,4,3,3,4,4,2,4,4,5,2,8,1,4,NA,1,1,0,1,0,0,0,NA,2,0,0,1,1,1,0,1,NA,NA,4,3,4,4,4,5,4,4,2,4,3,5,5,3,5,4,5,4,4,5,4,4,5,4,3,5,4,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,4,4,4,4,2,4,3,2
r_1mrkdnpord5lpfh,0,1,50r367,1,1,1,1,0,2,35,NA,3,1,1,1,1,1,3,1,3,3,3,1,2,5,5,5,5,5,5,4,3,3,3,2,1,2,3,5,1,1,0,1,0,0,0,20,4,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,3,4,5,3,3,3,3,3,3
r_3lpkzyizwedf3ud,0,1,70m068,3,0,1,1,0,2,53,NA,3,0,0,0,0,0,1,1,1,1,1,3,4,4,4,4,4,4,3,2,3,3,4,2,2.5,1,4,NA,0,0,0,0,0,0,0,10,4,1,1,1,1,1,0,1,1,1,4,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,4,2,3,2,2,2,1,1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,3,3,5,3,3,3,4,2,3,2,2,2,2
r_02js6ynyojmcevj,1,1,70m228,2,0,1,1,0,2,41,NA,4,0,0,0,0,0,NA,NA,NA,NA,NA,3,4,4,2,4,3,2,2,3,4,4,5,2,1,2,3,5,0,0,0,0,0,0,0,6,6,1,1,1,1,1,NA,1,1,1,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,2,4,4,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,4,3,4,3,3,2,4,3,2,1,2,1,1
r_3j3gpsuwo8j7tj7,1,1,70m225,3,0,1,1,0,2,38,NA,2,1,1,1,0,0,1,1,1,1,1,3,4,5,3,3,3,4,2,2,3,4,4,2,3,1,NA,5,NA,NA,NA,1,NA,NA,NA,5,3,1,1,1,1,1,NA,1,1,1,4,4,5,5,4,5,5,3,3,4,3,5,3,2,4,3,4,4,3,4,5,3,2,2,2,5,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,2,4,4,5,2,4,5,2,2
r_6au17uthqikblvz,0,1,50m092,1,0,0,0,0,2,64,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,5,5,5,3,5,5,5,2,10,1,4,NA,0,0,0,0,0,0,0,NA,2,0,0,1,1,0,0,0,0,0,5,2,3,5,4,4,4,3,1,3,5,5,5,5,4,3,3,4,4,4,4,3,3,5,3,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,4,5,5,5,5,5,5,4,4
r_dujm5qowiva8rjv,0,1,70a302,3,0,1,1,0,2,67,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,5,4,4,4,4,4,5,5,2,13,2,NA,1,0,0,0,0,0,0,0,NA,3,1,0,1,1,1,0,1,1,1,4,3,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,4,4,4,5,4,4,4,2,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,2,2,3,3,2,2,2,3,2,2
r_2ef5g5g8jltddbx,0,1,50r091,3,0,1,0,1,2,44,NA,3,1,1,1,1,1,NA,NA,3,NA,NA,NA,2,4,2,4,4,4,4,4,4,4,4,2,1.5,1,4,NA,NA,1,1,NA,1,NA,NA,20,4,1,1,1,1,1,0,1,1,0,5,3,4,5,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,3,3,4,3,4,4,3,5,3,4
r_1ewzkrujplhgber,0,1,70m023,3,0,1,0,1,2,25,NA,5,1,1,0,1,1,1,1,1,1,1,3,2,4,2,3,4,4,4,3,1,1,5,2,1,2,4,NA,0,0,1,1,0,0,1,7,3,1,1,1,0,1,0,1,1,NA,5,2,3,3,4,2,2,3,3,4,4,3,2,3,3,4,3,4,4,2,4,4,3,4,3,5,5,3,3,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,5,5,5,5,3,5,5,5,5,5
r_2fyywq5bkkwydwl,0,1,70a304,3,0,0,0,0,2,67,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,1,1,1,5,5,5,5,5,2,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,20,4,1,1,1,NA,1,NA,1,1,1,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,3,3,4,3,5,3,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,5,5,5,5,5,5,5,4,4
r_10tznsx7bunc39d,0,1,50m096,0,0,1,0,1,2,61,NA,5,1,NA,1,NA,1,1,3,1,2,NA,NA,4,4,3,3,3,3,3,2,5,4,5,2,4,2,4,NA,0,1,0,0,1,0,1,30,5,1,1,1,1,0,0,1,1,NA,5,4,5,5,5,4,5,3,4,5,3,5,5,3,5,5,5,5,5,5,5,5,4,4,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,2,2,2,2,2,4,2,2,2,2
r_1i4zkaodzdrqxv2,0,1,70a264,3,0,1,0,0,2,32,NA,5,1,1,1,1,1,3,3,NA,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,NA,1,NA,NA,NA,NA,NA,12,5,1,1,1,1,1,NA,1,1,1,4,4,4,5,4,5,4,2,4,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,5,5,5,5,5,5,5,4,4
r_3djbjzywjuz6cwu,0,1,5ma213,1,1,1,0,0,2,32,NA,2,0,0,0,0,0,3,1,1,1,1,1,2,5,4,4,4,5,4,5,5,5,5,2,1,2,4,NA,0,1,0,0,0,0,0,10,2,1,1,1,1,1,0,0,1,NA,5,5,4,3,5,4,4,5,3,4,3,4,4,4,4,5,4,5,3,4,4,4,4,4,2,4,3,2,2,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,4,2,4,3,3,3,3,3,3,3,3,3,3
r_1dh9lvyyghlxi6a,0,1,50r300,0,1,1,0,0,2,41,NA,3,1,1,1,0,0,1,1,1,2,1,1,4,5,4,4,4,4,4,4,5,5,5,2,2,2,NA,5,1,0,0,0,0,0,0,23,3,1,1,1,1,1,0,0,0,NA,5,4,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,3,1,3,2,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,1,4,3,3,3,4,4,3,3,4,3,3
r_23vtv2ysvcviyjw,1,1,5ma170,2,1,1,1,0,2,42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,3,2,3,3,2,2,2,3,5,2,0.08,2,NA,2,1,1,NA,1,NA,NA,NA,24,4,1,NA,1,1,1,0,NA,NA,1,3,4,2,5,4,4,5,3,3,4,3,5,2,2,2,3,3,3,3,2,5,3,2,4,2,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,4,5,3,4,4,4,2,4
r_3maurj2xznkekvl,1,1,5ma107,3,1,1,0,0,2,42,NA,4,0,1,1,0,0,1,1,1,1,1,NA,4,4,4,4,4,4,4,3,4,4,4,2,1.5,1,4,NA,0,0,0,0,0,0,0,10,4,1,1,1,0,1,0,1,1,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,2,1,4,1,3
r_333j3zmi13xtj82,1,1,50r439,0,0,0,0,0,1,24,NA,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,5,3,3,4,4,3,3,3,3,3,1,0.5,1,4,NA,1,0,0,1,1,0,NA,2,7,1,0,0,1,1,0,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,5,5,5,5,5,1,5,5,1
r_tnf64tmwajrxxoz,1,1,70m230,3,0,1,1,0,2,35,NA,2,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,4,4,2,3,1,3,3,0,0,0,0,0,0,0,16,2,1,1,1,1,1,0,1,1,1,3,3,3,5,4,5,5,4,2,5,3,5,4,4,5,5,5,5,4,5,4,4,4,4,1,5,5,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,4,2,5,2,2,3,2,3,2,1,4,2,3
r_d4fyuewv6qrivgj,1,1,70a293,1,0,1,2,1,2,61,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,2,2,2,5,2,7,1,4,NA,0,1,0,0,0,0,0,40,3,1,0,1,1,1,0,1,1,0,4,2,5,4,2,5,4,2,1,4,4,5,4,3,4,4,4,4,5,5,4,3,4,4,1,3,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,3,2,4,1,1,4,4,4,4,4,2,5,5
r_1lgat5rlu8v0m34,1,1,50r375,1,0,1,0,0,2,59,NA,3,0,0,0,0,1,1,1,1,1,1,NA,3,5,5,5,5,5,4,4,4,4,4,2,1,1,NA,5,0,0,1,0,1,0,0,22,4,1,1,1,1,1,NA,1,1,NA,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,4,2,3,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,4,4,4,3,3,3,4,2,3,2,4,4,2
r_3r3gxg2hfivba5a,0,1,50a149,2,1,0,0,0,2,54,NA,2,0,0,0,1,1,3,1,1,2,2,2,4,5,5,5,5,5,1,4,4,1,1,2,12,2,4,NA,1,1,1,1,1,0,1,36,4,1,0,1,1,1,0,1,1,0,4,4,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,4,4,5,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,4,4,3,3,3,4,4,4,4
r_2cpwy65catj3z5m,0,1,5ma031,3,1,1,0,0,2,29,NA,3,0,0,0,0,1,1,1,1,1,1,2,4,4,3,3,3,3,2,2,5,4,5,2,2,2,3,5,0,0,0,1,0,0,1,NA,4,1,1,1,1,1,NA,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,4,3,3,5,5,4,4,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,5,1,4,3,1,1,1,1,4,3,1
r_299toapi0ocowik,0,1,50r287,0,1,1,0,0,2,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,5,5,5,5,5,5,2,2,1,4,NA,0,0,0,0,0,0,0,NA,2,1,1,1,NA,1,NA,1,NA,NA,4,0,5,5,5,4,4,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,3,4,3,2,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,1,2,4,3,4,4,3,4,3,4,4,4
r_olnonmz0naaai89,0,1,70m010,1,0,1,1,0,1,46,NA,2,0,0,0,0,1,1,1,1,1,1,3,3,4,4,4,4,4,3,3,4,4,4,2,1,1,4,NA,0,0,0,0,0,0,0,0,3,1,1,1,1,1,NA,1,1,1,3,3,3,4,4,5,4,3,4,4,3,5,5,3,4,3,4,4,3,4,3,4,4,4,3,2,2,3,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,3,3,3,3,5,5,4,4,5,5,3
r_3ybsbsdcpz7cpvh,0,1,70a076,3,0,1,0,0,2,41,NA,2,0,0,1,NA,NA,1,1,1,1,1,NA,3,3,3,3,2,3,4,4,4,4,4,2,1,2,NA,1,0,0,0,1,0,0,0,20,4,1,0,1,1,1,NA,1,1,1,4,3,3,4,5,4,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,5,1,5,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,4,3,5,5,3,2,4,4,4
r_3ofmxmbynpsvwox,1,1,50m132,2,1,1,0,0,2,34,NA,3,1,0,0,0,0,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,2,0,2,NA,2,0,0,1,1,0,0,0,15,3,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,4,5,4,4,4,4,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,4,4,4,4,4,4,4,1,1
r_1f25grt9qhle77x,1,1,50m429,1,0,1,0,0,2,45,NA,4,1,1,1,0,0,1,1,1,1,1,NA,2,5,5,5,5,5,5,5,4,5,5,1,5,2,NA,5,1,0,0,0,0,0,NA,10,4,1,1,1,1,1,NA,1,1,NA,4,4,5,5,5,4,5,4,4,5,4,5,5,5,4,5,5,5,5,4,4,5,4,4,2,1,3,3,3,1,1,NA,1,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,1,NA,3,1,4,4,5,5,5,5,4,4,4,4,2
r_baqqmvczuv5x7rz,1,1,50r445,2,1,1,0,0,2,33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,3,3,4,3,3,4,4,2,2,1,4,NA,0,0,0,0,0,0,1,13,4,1,1,1,1,1,NA,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,4,3,4,5,4,4,5,4,5
r_9zndpp2nfz5nhxj,1,1,50r355,0,0,1,0,0,2,47,NA,4,1,0,1,1,1,3,1,1,1,1,2,4,4,3,3,3,2,2,2,3,2,3,2,2.5,2,NA,3,0,0,0,0,0,0,1,6,3,1,1,1,1,1,0,1,0,0,4,2,2,2,4,3,2,3,2,4,3,4,3,3,4,3,3,4,4,3,2,3,3,4,3,2,4,4,4,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,3,2,3,2,4,2,5,5,4,3,4,4,4
r_dcm0uzobmmwzbnr,0,1,70m080,3,0,1,0,1,2,59,NA,4,0,0,0,0,0,1,1,1,1,1,3,2,4,3,2,2,2,3,4,1,4,4,2,1,2,3,2,0,0,0,0,0,0,0,21,5,1,1,1,1,1,1,1,1,0,3,4,3,4,2,3,3,3,4,1,3,4,4,2,3,4,4,4,3,2,4,3,2,4,4,3,4,3,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,4,2,3,3,5,4,4,4,3
r_bcveuma1xnpigoj,1,1,70m081,3,0,1,0,0,2,53,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,5,5,5,5,5,5,4,5,5,5,2,1.5,2,4,NA,0,0,0,0,0,0,1,NA,3,1,1,1,1,1,0,1,0,0,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,2,1,4,1,2,2,4
